Symbol,Security Name,Sector,Industry,Country,Market Cap
FIX,Comfort Systems USA Inc. Common Stock,Industrials,Engineering & Construction,United States,56597281156.0
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
FLG,Flagstar Bank N.A. Common Stock,Finance,Banks,United States,5938301231.0
FLNG,FLEX LNG Ltd. Ordinary Shares,Consumer Discretionary,Marine Transportation,,1666045181.0
FLO,Flowers Foods Inc. Common Stock,Consumer Staples,Packaged Foods,United States,1820906334.0
FLOC,Flowco Holdings Inc. Class A Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,United States,2077764892.0
FLR,Fluor Corporation Common Stock,Industrials,Military/Government/Technical,United States,6928590166.0
FLS,Flowserve Corporation Common Stock,Industrials,Fluid Controls,United States,10082099620.0
FLUT,Flutter Entertainment plc Ordinary Shares,Technology,Computer Software: Programming Data Processing,Ireland,19045690714.0
FMC,FMC Corporation Common Stock,Industrials,Major Chemicals,United States,2195790779.0
FMN,Federated Hermes Premier Municipal Income Fund,Finance,Investment Managers,United States,969504514.0
FMS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),Health Care,Misc Health and Biotechnology Services,Germany,12864046043.0
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Consumer Staples,Beverages (Production/Distribution),Mexico,40301033270.0
FMY,First Trust Mortgage Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,United States,0.0
FN,Fabrinet Ordinary Shares,Utilities,Telecommunications Equipment,Cayman Islands,23464315329.0
FNB,F.N.B. Corporation Common Stock,Finance,Major Banks,United States,6377291857.0
FND,Floor & Decor Holdings Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,United States,5763777813.0
FNF,Fidelity National Financial Inc. Common Stock,Finance,Specialty Insurers,United States,13139326836.0
FNV,Franco-Nevada Corporation,Basic Materials,Precious Metals,Canada,49713142732.0
FOA,Finance of America Companies Inc. Class A Common Stock,Finance,Finance: Consumer Services,United States,188570079.0
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,Finance,Investment Managers,United States,675543116.0
FOR,Forestar Group Inc Common Stock ,Finance,Real Estate,United States,1336171560.0
FOUR,Shift4 Payments Inc. Class A Common Stock,Real Estate,Real Estate,United States,3957573230.0
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
FPH,Five Point Holdings LLC Class A Common Shares,Finance,Real Estate,United States,741555375.0
FPI,Farmland Partners Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,505664167.0
FPS,Forgent Power Solutions Inc. Class A Common Stock,Energy,Industrial Machinery/Components,,9877195304.0
FR,First Industrial Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,8233949035.0
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,Finance,Investment Bankers/Brokers/Service,United States,1635613616.0
FRO,Frontline Plc Ordinary Shares,Consumer Discretionary,Marine Transportation,Bermuda,7753955224.0
FRT,Federal Realty Investment Trust Common Stock,Real Estate,Real Estate Investment Trusts,United States,9549353065.0
FSCO,FS Credit Opportunities Corp. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,1026491783.0
FSK,FS KKR Capital Corp. Common Stock,Finance,Investment Managers,United States,3124141060.0
FSM,Fortuna Mining Corp. Common Shares,Basic Materials,Precious Metals,Canada,3222019152.0
FSS,Federal Signal Corporation Common Stock,Industrials,Auto Manufacturing,United States,6888729043.0
FSSL,FS Specialty Lending Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,,0.0
FT,Franklin Universal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,207589444.0
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,Finance,Investment Managers,United States,502870625.0
FTI,TechnipFMC plc Ordinary Share,Consumer Discretionary,Oil and Gas Field Machinery,,28912268808.0
FTK,Flotek Industries Inc. Common Stock,Industrials,Major Chemicals,United States,601579241.0
FTS,Fortis Inc. Common Shares,Utilities,Electric Utilities: Central,United States,29076585344.0
FTV,Fortive Corporation Common Stock ,Industrials,Industrial Machinery/Components,United States,18411518858.0
FTW,Presidio Production Company Class A Common Stock,Energy,Oil & Gas Production,,395690479.0
FUBO,FuboTV Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment,United States,1378662962.0
FUL,H. B. Fuller Company Common Stock,Industrials,Home Furnishings,United States,3408452676.0
FUN,Six Flags Entertainment Corporation Common Stock New,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,1997935928.0
FVR,FrontView REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,376197264.0
FVRR,Fiverr International Ltd. Ordinary Shares no par value,Real Estate,Real Estate,,386290572.0
G,Genpact Limited Common Stock,Consumer Discretionary,Professional Services,Bermuda,6234001277.0
GAB,Gabelli Equity Trust Inc. (The) Common Stock,Finance,Investment Managers,United States,1665943598.0
GAM,General American Investors Inc. Common Stock,Finance,Investment Managers,United States,1504949040.0
GAP,Gap Inc. (The) Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States,9568259602.0
GATX,GATX Corporation Common Stock,Consumer Discretionary,Transportation Services,United States,7005438243.0
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,Finance,Investment Managers,United States,326882828.0
GBCI,Glacier Bancorp Inc. Common Stock,Finance,Major Banks,United States,6233450708.0
GBTG,Global Business Travel Group Inc. Class A Common Stock,Consumer Discretionary,Transportation Services,United States,3092956645.0
GBX,Greenbrier Companies Inc. (The) Common Stock,Industrials,Railroads,United States,1592873512.0
GCO,Genesco Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States,374663019.0
GCTS,GCT Semiconductor Holding Inc. Common Stock,Technology,Semiconductors,United States,90980116.0
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,Finance,Finance/Investors Services,United States,83585727.0
GD,General Dynamics Corporation Common Stock,Industrials,Marine Transportation,United States,91505166138.0
GDDY,GoDaddy Inc. Class A Common Stock,Technology,EDP Services,United States,11197745204.0
GDL,GDL Fund The Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0
GDO,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,Finance,Finance Companies,United States,0.0
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,Finance,Finance: Consumer Services,United States,668200246.0
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,Finance,Investment Managers,United States,2607141841.0
GE,GE Aerospace Common Stock,Technology,Consumer Electronics/Appliances,United States,320114893461.0
GEF,Greif Inc. Class A Common Stock,,,United States,3125231733.0
GEL,Genesis Energy L.P. Common Units,Energy,Oil Refining/Marketing,United States,2130879133.0
GENI,Genius Sports Limited Ordinary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation,Guernsey,1229681566.0
GEO,Geo Group Inc (The) REIT,Consumer Discretionary,Homebuilding,United States,2344274225.0
GEV,GE Vernova Inc. Common Stock,,,United States,262931958523.0
GF,New Germany Fund Inc. (The) Common Stock,Finance,Investment Managers,United States,0.0
GFF,Griffon Corporation Common Stock,Industrials,Building Products,United States,3901005739.0
GFI,Gold Fields Limited American Depositary Shares,Basic Materials,Precious Metals,South Africa,42755308279.0
GFL,GFL Environmental Inc. Subordinate voting shares no par value,Utilities,Environmental Services,Canada,14199760785.0
GFR,Greenfire Resources Ltd. Common Shares,Energy,Oil & Gas Production,Canada,771382200.0
GGB,Gerdau S.A. Common Stock,Industrials,Steel/Iron Ore,Brazil,8641254523.0
GGG,Graco Inc. Common Stock,Industrials,Fluid Controls,United States,14174039285.0
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,112621222.0
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,Finance,Investment Managers,,143814585.0
GHC,Graham Holdings Company Common Stock,Real Estate,Other Consumer Services,United States,4912015058.0
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,Consumer Discretionary,Hotels/Resorts,,131981838.0
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,Finance,Finance: Consumer Services,United States,127590992.0
GHM,Graham Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,1017976029.0
GHY,PGIM Global High Yield Fund Inc.,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
GIB,CGI Inc. Common Stock,Consumer Discretionary,Professional Services,Canada,16057447734.0
GIC,Global Industrial Company Common Stock,Industrials,Industrial Machinery/Components,United States,1262784291.0
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,Consumer Discretionary,Apparel,Canada,10656816235.0
GIS,General Mills Inc. Common Stock,Consumer Staples,Packaged Foods,United States,18710863503.0
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,Finance,Finance: Consumer Services,United States,0.0
GJO,Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,Finance,Finance: Consumer Services,United States,0.0
GJP,Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,Finance,Finance: Consumer Services,United States,0.0
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,Finance,Finance: Consumer Services,United States,0.0
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,Finance,Finance: Consumer Services,United States,7361000788.0
GJT,Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,Finance,Finance: Consumer Services,United States,0.0
GKOS,Glaukos Corporation Common Stock,Health Care,Medical/Dental Instruments,United States,7019405218.0
GL,Globe Life Inc. Common Stock,Finance,Life Insurance,United States,11727226501.0
GLED,GalaxyEdge Acquisition Corporation Ordinary Shares,Finance,Blank Checks,,0.0
GLOB,Globant S.A. Common Shares,Technology,EDP Services,United States,2165670631.0
GLP,Global Partners LP Common Units representing Limited Partner Interests,Energy,Oil Refining/Marketing,United States,1551897451.0
GLW,Corning Incorporated Common Stock,Industrials,Telecommunications Equipment,United States,138618675971.0
GM,General Motors Company Common Stock,Industrials,Auto Manufacturing,United States,70563730605.0
GME,GameStop Corporation Common Stock,Consumer Discretionary,Electronics Distribution,United States,11128671397.0
GMED,Globus Medical Inc. Class A Common Stock,Health Care,Medical/Dental Instruments,United States,12632634963.0
GNE,Genie Energy Ltd. Class B Common Stock Stock,Utilities,Power Generation,United States,365013033.0
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),Consumer Discretionary,Marine Transportation,United States,1026848686.0
GNL,Global Net Lease Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,2047924879.0
GNRC,Generac Holdlings Inc. Common Stock,Consumer Discretionary,Metal Fabrications,United States,12000086759.0
GNT,GAMCO Natural Resources Gold & Income Trust,Finance,Finance/Investors Services,United States,168403626.0
GNW,Genworth Financial Inc Common Stock,Finance,Life Insurance,United States,3370278054.0
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,United States,0.0
GOLD,Gold.com Inc. Common Stock,Industrials,Other Specialty Stores,United States,1190729413.0
GOLF,Acushnet Holdings Corp. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,United States,5690895590.0
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,Consumer Discretionary,Apparel,,1121347944.0
GOTU,Gaotu Techedu Inc. American Depositary Shares,Real Estate,Other Consumer Services,China,472001340.0
GPC,Genuine Parts Company Common Stock,Consumer Discretionary,Automotive Aftermarket,United States,15506550158.0
GPGI,GPGI Inc. Class A Common Stock,Finance,Finance: Consumer Services,United States,4807345232.0
GPI,Group 1 Automotive Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,3976126037.0
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,Utilities,Electric Utilities: Central,United States,206531450.0
GPK,Graphic Packaging Holding Company,Consumer Discretionary,Containers/Packaging,United States,2842070155.0
GPMT,Granite Point Mortgage Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,74199283.0
GPN,Global Payments Inc. Common Stock,Real Estate,Real Estate,United States,19481700460.0
GPOR,Gulfport Energy Corporation Common Shares,Energy,Oil & Gas Production,United States,3525514227.0
GPRK,Geopark Ltd Common Shares,Energy,Oil & Gas Production,Bermuda,478705239.0
GRBK,Green Brick Partners Inc. Common Stock,Consumer Discretionary,Homebuilding,United States,2834139366.0
GRC,Gorman-Rupp Company (The) Common Stock,Industrials,Fluid Controls,United States,1806771296.0
GRDN,Guardian Pharmacy Services Inc. Class A Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores,United States,2368191712.0
